"content","cmp_code"
"Wir unterstützen die Kommunen dabei, eine gut funktionierende Infrastruktur bereitzustellen.","411"
"Im Netz- und im verkehrspolitischen Kapitel beschreiben wir die passenden Lösungen für das Internet und den öffentlichen Nahverkehr, so dass auch Menschen, die kein Auto haben, vielfältige Möglichkeiten der Lebensgestaltung erhalten.","503"
"Wenn die Unterauslastung von Wasser- und Abwassernetzen zum Problem wird, bevorzugen wir dezentrale und nachhaltige Lösungen.","411"
"Auch Ausnahmen beim Anschluss- und Benutzungszwang müssen für abgelegene Wohneinheiten möglich werden.","411"
"Auf nationaler Ebene wollen wir mehr Mittel aus den Europäischen Strukturfonds für die Entwicklung des ländlichen Raumes zur Verfügung stellen.","410"
"Auch der integrierte Fondseinsatz muss zur Anwendung kommen, um flexible und bedarfsgerechte Fördermöglichkeiten in den Regionen zur Verfügung zu haben.","410"
"Ziel muss eine integrierte ländliche Entwicklung unter Beteiligung der Bürgerinnen und Bürger sein.","202"
"4. Kommunale Handlungsfähigkeit stärken",NA
"Unsere Ansprüche an die Kommunen sind hoch, denn wir wollen gute Institutionen für alle.","301"
"Vor Ort werden die Weichen für die gesellschaftliche Teilhabe der Menschen gestellt.","301"
"Doch die finanzielle Lage ist zum Teil dramatisch.","301"
"Die Einnahmen sind in der Krise eingebrochen und viele haben sich bis heute nicht erholt.","301"
"Steigende Sozialausgaben führen zu zusätzlichen Kosten für die kommunalen Haushalte.","301"
"Das alles führt zu immer mehr Schulden und beschneidet die Handlungsfähigkeit massiv.","414"
"In vielen Kommunen werden die Menschen deshalb in Form hoher Gebühren,","503"
"maroder Infrastruktur","411"
"und durch den Verlust an Lebensqualität übergebührlich belastet.","503"
"Doch die Hilfe von Bund und Ländern bleibt vielerorts aus.","301"
"Stattdessen verkünden sie weitere Aufgaben und übertragen den Kommunen die Verantwortung, ohne die entsprechenden Mittel bereitzustellen.","301"
"Wir stehen für einen fairen Umgang mit den Städten und Gemeinden.","301"
"Zusätzliche Aufgaben müssen immer durch zusätzliche Mittel gedeckt sein.","301"
"Das Konnexitätsprinzip muss also endlich auch auf Bundesebene verankert werden.","301"
"Darüber hinaus muss der Bund die Kommunen bei den Sozialausgaben spürbar entlasten.","301"
"Wir erhöhen dazu in einem ersten Schritt den Bundesanteil an den Kosten der Unterkunft auf 35 %, in einem zweiten auf 37,7 %.","301"
"Damit entlasten wir die Kommunen um 1 Mrd. Euro.","301"
"Außerdem wollen wir die bisherige Eingliederungshilfe durch ein Teilhabeleistungsgesetz ablösen und den Bund angemessen an der Finanzierung beteiligen.","504"
"Eine entsprechende Reform der Eingliederungshilfe muss die Ziele der UN-Behindertenrechtskonvention befördern und einen Strukturwandel einleiten hin zur Stärkung der Selbstbestimmung und Teilhabe.","503"
"Die Angebote und Leistungsformen gilt es hierauf auszurichten und auszustatten.","504"
"Die Entwicklung des inklusiven Gemeinwesens kann und darf nicht allein Aufgabe und Pflichtleistung der Kommunen sein.","301"
"Kosten, die aus einem Teilhabegesetz erwachsen, dürfen nicht komplett auf Länder und Kommunen abgewälzt werden.","301"
"Das Geld fehlt auch für wichtige Investitionen – sei es in neue Zukunftsprojekte wie Bildung und Energie, sei es für dringend notwendige Sanierungen.","414"
"Leere Kassen und einseitige Wettbewerbsvorgaben für kommunale Unternehmen erhöhen den Druck auf die Kommunen, ihre Leistungen zu privatisieren.","413"
"Wieder einmal versucht die EU-Kommission mit Unterstützung von Schwarz-Gelb zentrale Bereiche der Daseinsvorsorge wie die Wasserver- und -entsorgung durch hohe Auflagen an Stadtwerke, Zweckverbände und interkommunale Kooperationen zu beschneiden.","110"
"Doch häufig haben Privatisierungen mehr Probleme geschaffen als gelöst.","413"
"Oft bedeutet dies, Gewinne zu privatisieren und Verluste zu sozialisieren, denn das Risiko trägt letztlich die Allgemeinheit.","413"
"Privatisierungen sind nur im Ausnahmefall sinnvoll und müssen an harte Bedingungen geknüpft werden.","413"
"Wir GRÜNE stehen für eine Stärkung und Weiterentwicklung verlässlicher und qualitativ hochwertiger öffentlicher Güter und Institutionen.","413"
"Wir wissen, wie wichtig es ist, die politische Steuerungsfähigkeit der Kommunen, Transparenz","301"
"und die demokratische Kontrolle sicherzustellen, wenn es um die Zukunft der Daseinsvorsorge geht.","202"
"Wir unterstützen Städte und Gemeinden, die ihre Leistungen wieder selbst erbringen wollen.","413"
"Dazu wollen wir die wirtschaftliche Betätigung von Kommunen sichern und die interkommunale Zusammenarbeit fördern.","413"
"Ein Weg kann auch die Bildung von Regionalkreisen sein, in denen die Kernstadt mit den Umlandkreisen eine gebietskörperschaftliche Einheit bildet.","301"
"Aufgaben der Daseinsvorsorge von der Wasserversorgung bis zur Abfallbeseitigung wurden in den letzten Jahren vielfach in Gesellschaften privaten Rechts in kommunaler Eignerschaft oder mit Beteiligung privaten Kapitals überführt.","202"
"Dadurch werden die kommunalpolitischen Grundsätze der Transparenz und der Kontrolle durch den Gemeinderat ausgehöhlt.","202"
"Eine Beteiligung der Öffentlichkeit wird in zentralen Bereichen der Daseinsvorsorge praktisch unmöglich gemacht.","202"
"Deshalb fordern wir öffentliche Aufsichtsratssitzungen und Informationspflichten auch kommunaler öffentlicher Unternehmen.","202"
"Obwohl Kommunen ihre Beschaffung grundsätzlich nach ökologischen und sozialen Kriterien ausrichten können, schöpft die Vergabepraxis diese rechtlichen Möglichkeiten oft nicht aus.","303"
"Die Entscheidung fällt häufig immer noch für das billigste Angebot, obwohl es bei einer Betrachtung über den gesamten Lebenszyklus hinweg wirtschaftlichere Alternativen gäbe.","303"
"Wir wollen deshalb prüfen, wie Dumpingangebote automatisch und rechtssicher aus dem Vergabeverfahren ausgeschlossen werden können.","303"
"Die Finanzlage der Kommunen muss insgesamt verbessert werden.","414"
"Die wichtigste Maßnahme ist eine Gemeindefinanzreform, die eine aufgabengerechte Finanzausstattung der Kommunen im Grundgesetz sicherstellt.","301"
"Wir fordern den Erhalt der Gewerbesteuer, die Weiterentwicklung einer kommunalen Wirtschaftssteuer und eine Reform der Grundsteuer.","414"
"Dazu haben wir ein Modell diskutiert, nach dem die Grundsteuer nach den aktuellen, pauschalierten Verkehrswerten berechnet werden soll.","303"
"Leitplanken sind für uns GRÜNE: eine verfassungsfeste, gerechte Besteuerung ohne ökologische Fehlanreize.","303"
"Das Hebesatzrecht liegt bei den Kommunen.","301"
"5. Regionen bedarfsgerecht und nachhaltig fördern",NA
"Wir stehen für eine solidarische Politik, die geschwächte Strukturen stärkt und zurückgebliebene Regionen dabei unterstützt, sich neu aufzustellen.","503"
"In Ostdeutschland ist viel bewegt worden.","601"
"Die Menschen dort haben in einem schwierigen Transformationsprozess Großartiges geleistet.","601"
"Aber die wirtschaftliche Finanzkraft ist nach wie vor niedriger als in den alten Ländern.","503"
"Solidarische Unterstützung wird noch lange notwendig sein, doch der Solidarpakt II läuft 2019 aus.","503"
"Wir glauben, dass im Anschluss eine Förderung von Kommunen in strukturschwachen Regionen nach Bedarf der richtige Weg ist.","503"
"Allen Kommunen stehen große Herausforderungen im Zuge der Schuldenbremse ins Haus.","414"
"Durch die Krise wurden besonders strukturschwache Regionen, die schon aufgrund des demografischen Wandels unter erheblichem Druck stehen, hart getroffen.","503"
"Viele dieser Kommunen in den neuen, aber auch in den alten Bundesländern können diese Probleme nicht allein lösen.","414"
"Insbesondere bei der Altschuldentilgung brauchen sie Hilfe.","414"
"Ostdeutschland ist neben einzelnen Regionen im Westen – auch und gerade in den ländlichen Räumen – flächendeckend von den verschiedensten Auswirkungen der demografischen Entwicklung betroffen und muss mit diesen umgehen.","0"
"Diese Prozesse laufen im Osten beschleunigt und in erheblichen Größenordnungen ab.","0"
"Neben dem politischen Willen, in den ländlichen Räumen ein gutes Leben zu ermöglichen, sind hier volkswirtschaftlich intelligente Lösungen gefragt.","408"
"Dezentralität und Subsidiarität sind für uns dabei wichtige Grundprinzipien.","301"
"Wir werden die aktuelle Förderstruktur auch mit Blick auf Nachhaltigkeitskriterien auf den Prüfstand stellen.","416"
"Die Kommunen, Regionen und Länder bestärken wir darin, fair gehandelte und ökologische Produkte zu kaufen.","416"
"Mit Hilfe von Fördermitteln und Regionalfonds können die verschiedenen AkteurInnen aus einer Region zusammenarbeiten und die Möglichkeiten ihrer Region gemeinsam stärken.","410"
"Die Wertschöpfung wollen wir in der Region halten; etwa durch ein Regionalsiegel.","410"
"Die nachhaltige Bewirtschaftung und Pflege unserer vielfältigen Kulturlandschaft ist für die Menschen in der Region wichtig.","416"
"Auch der Tourismus profitiert davon und sollte deshalb einen Beitrag dazu leisten.","416"
"6. Kooperativer Föderalismus",NA
"Wir stärken die Zusammenarbeit zwischen den föderalen Ebenen, ohne die Entscheidungsfreiheit der Länder und Kommunen zu beschneiden.","301"
"Das Gegenteil ist der Fall.","301"
"Erst durch eine partnerschaftliche Kooperation kann die Politik vor Ort ihrer Aufgabe gerecht werden und die Lebenswirklichkeit der Menschen positiv gestalten.","301"
"Die Zinszahlungen für die aufgelaufenen Schulden belasten Länder und Kommunen in erheblichem Maße.","414"
"Wir wollen sie mit einem Altschuldentilgungsfonds entlasten, damit alle die Chance haben, die Schuldenbremse einzuhalten.","414"
"Die Verhandlungen über die Finanzbeziehungen zwischen Bund, Ländern und Kommunen sind verzwickt.","303"
"Die derzeitige Mittelverteilung gleicht einem unübersichtlichen Flickenteppich und diese Verstrickung der Einnahmequellen verhindert eine sinnvolle Überwindung der strukturellen Finanzierungslücke in den Kommunen.","303"
"Wir wollen die Neuordnung des Länderfinanzausgleichs für die Zeit nach 2019 mit einer Föderalismusreform III verbinden.","303"
"Darin werden wir auch die anderen Finanzströme zwischen Bund und Ländern sowie die finanzielle Situation der Kommunen einbeziehen.","303"
"Außerdem wollen wir dafür Sorge tragen, dass der Länderfinanzausgleich nach Bedürftigkeit, fair, anreizkompatibel und solidarisch ausgestaltet wird.","503"
"Anstrengungen für Mehreinnahmen, Effizienz und Einsparungen müssen sich für alle Bundesländer lohnen.","303"
"Eines steht für uns schon fest: Das Grundgesetz muss wieder gemeinsames Handeln von Bund, Ländern und Kommunen ermöglichen.","204"
"Wir setzen uns schon lange dafür ein, das Kooperationsverbot im Bildungsbereich abzuschaffen und die Kooperationsmöglichkeiten in der Wissenschaft zu erweitern.","302"
"Den Ländern und Kommunen fehlen einfach die finanziellen Mittel, um die gesamtstaatlichen Herausforderungen für den notwendigen Bildungsaufbruch mit guten Ganztagsschulen zu bewältigen.","302"
"Es ist an der Zeit, mehr Kooperation zu ermöglichen.","302"
"Wer GRÜN wählt ...",NA
"sorgt für bezahlbares und klimaschonendes Wohnen.","503"
"entwickelt Städte, Gemeinden und ländliche Räume grünund lebenswert.","501"
"gibt den Kommunen ihre Handlungsfähigkeit zurück.","301"
"fördert Regionen nachhaltig und bedarfsgerecht.","416"
"steht für einen kooperativen Föderalismus.","302"
"Schlüsselprojekte",NA
"Bezahlbares Wohnen ermöglichen – soziales Mietrecht, gemeinwohlorientierten Wohnungsbau und energetische Modernisierung zusammen denken",NA
"In unseren Städten werden rasant steigende Mieten zu einem immer größeren Problem.","412"
"Dagegen wollen wir vorgehen und die Verdrängung von Menschen aus ihren Vierteln stoppen.","412"
"Wir werden die regelmäßige Erhöhung der ortsüblichen Vergleichsmiete stärker begrenzen.","412"
"Bei Wohnraummangel wollen wir Obergrenzen für Wiedervermietungsmieten ermöglichen.","412"
"Die Länder unterstützen wir besser beim sozialen Wohnungsbau.","504"
"Mieterhöhungen durch Modernisierungen senken wir auf maximal 9 % und beschränken sie auf den Abbau von Barrieren sowie die energetische Modernisierung.","412"
"Mit gezielter Förderung und einem Klimazuschuss zum Wohngeld senken wir die Kosten für die energetischen Modernisierungen ab.","504"
"So schaffen wir Wohnqualität und bezahlbare Wohnungen, die fit sind für die Energiewende.","503"
"Städte und Gemeinden zukunftsfähig machen – der Städtebauförderung neuen Schwung geben",NA
"Die Programme der Städtebauförderung wurden kräftig gestutzt, obwohl uns viele Länder darum beneiden.","411"
"Denn damit können Kommunen investieren, um ihre Infrastruktur auszubauen.","411"
"Deshalb wollen wir die Fördermittel für dieses Programm wieder schrittweise erhöhen.","411"
"Dabei nehmen wir besonders das Programm Soziale Stadt zur Stärkung sozial benachteiligter Stadtteile und die Förderung des Stadtumbaus in Kommunen mit Wohnungsleerstand und Industriebrachen in den Blick.","503"
"Wir wollen zusätzlich die energetische Quartierssanierung einbeziehen.","501"
"So bekommen die Kommunen mehr Freiheit und Flexibilität beim Einsatz der Mittel.","301"
"Damit können wir die Infrastruktur unserer Städte besser auf Teilhabe und die Energiewende ausrichten.","411"
"Die Kommunalfinanzen stärken – Unterstützung durch den Bund bei den Kosten der Unterkunft",NA
"Die Finanzlage vieler Kommunen ist so dramatisch, dass vor Ort keinerlei Gestaltungsspielraum besteht.","301"
"Trotzdem müssen wir überall die Teilhabe aller ermöglichen.","503"
"Dafür schaffen wir einen fairen Umgang mit den Städten und Gemeinden, indem künftig zusätzliche Aufgaben des Bundes für die Kommunen immer durch zusätzliche Mittel vom Bund gedeckt werden müssen.","301"
"Außerdem entlasten wir die Kommunen bei den derzeitigen Kosten für die Mieten von ALG-II-BezieherInnen.","301"
"Dafür soll der Bund künftig 1 Mrd. Euro zusätzlich bereitstellen.","301"
"So unterstützen wir die Kommunen dabei, eine gerechte und solidarische Sozialpolitik umzusetzen.","504"
"R. Unser gemeinsames Europa",NA
"Warum Europa unsere Zukunft ist",NA
"Die Europäische Union ist viel mehr als nur ein gemeinsamer Wirtschafts- und Währungsraum.","108"
"Die EU der 28 Mitgliedsländer ist Ort der Freiheit und Vielfalt, des Friedens und der Demokratie.","108"
"Die EU hat jahrhundertealte Gegensätze überwunden und einen historisch einmaligen innereuropäischen Frieden geschaffen.","108"
"Deswegen hat sie letztes Jahr zu Recht den Friedensnobelpreis erhalten.","108"
"Ohne Zweifel kann und muss man mit Blick auf die EU viel kritisieren und man kann auch vieles verbessern.","110"
"Doch Europapolitik findet nicht nur im fernen Brüssel statt, sondern beginnt bei der Kommunalpolitik und durchzieht alle politischen Bereiche vom Umwelt- bis zum Verbraucherschutz.","305"
"Europapolitik ist Innenpolitik und die Bundestagswahl somit auch eine wichtige Entscheidung über die Zukunft Europas.","305"
"Um das unfertige europäische Projekt gerechter, sozialer und nachhaltiger weiterzubauen, braucht es die richtigen politischen Mehrheiten.","305"
"Die EU steckt derzeit in einer tiefen Identitätskrise, doch Europa ist unsere Zukunft.","305"
"Gestalten wir sie gemeinsam.","305"
"Viele Bürgerinnen und Bürger, auch in Deutschland, haben nicht mehr die Erwartung, dass die EU ihnen automatisch Wohlstand und Sicherheit in einer globalisierten Welt bringt.","108"
"Häufig schieben Politikerinnen und Politiker die Schuld auf die Brüsseler Kommission, so manche schwarz-gelbe PolitikerInnen erwecken allzu gerne den Eindruck, dass es nur ein deutsches Europa bräuchte oder unser Land gar besser allein weitermachen sollte, um alle Probleme zu lösen.","108"
"Wieder andere wie Angela Merkel setzen auf eine Stärkung der nationalen Ebene und würden am liebsten alles in Hinterzimmern unter den 28 Staats- und Regierungschef Innen ausdealen.","108"
"Doch wissen wir ebenso wie die große Mehrheit der Bundesbürgerinnen und -bürger, dass es die Rückkehr zu nationalen Alleingängen nur unter Inkaufnahme extremer sozialer, wirtschaftlicher und politischer Gefahren gibt.","108"
"Wir sagen „Ja“ zu Europa und setzen uns ein für ein Europa der Bürgerinnen und Bürger.","108"
"Mischen wir uns ein für ein demokratisches Europa!","202"
"Wir GRÜNE setzen auf ein gemeinsames Europa, in dem Parlamente und europäische Zivilgesellschaft transparent und aktiv mitentscheiden, denn ohne demokratische Legitimation ist keine politische Entscheidung auf Dauer tragfähig.","202"
"Wir wollen, dass die EU innerhalb wie außerhalb ihrer Grenzen zur glaubwürdigen Anwältin der Bürger- und Menschenrechte","201"
"und des Friedens wird.","106"
"Dies ist und bleibt für Europa auch im 21. Jahrhundert eine historische Verpflichtung.","108"
"Bekennen wir uns zu einem solidarischen Europa!","503"
"Wir GRÜNE machen uns stark für eine handlungsfähige EU, die den global agierenden Akteuren an den Finanzmärkten selbstbewusst entgegentritt.","403"
"Die damit auch und ganz besonders den jungen Menschen in Südeuropa, für die die Finanzkrise eine reale Katastrophe geworden ist, die Teilhabe an den Errungenschaften des europäischen Sozialstaates verschafft.","503"
"Kämpfen wir für ein gerechtes Europa!","503"
"Die einseitige und unsolidarische Kürzungspolitik unter Führung der schwarz-gelben Bundesregierung hat dazu geführt, dass sich die Wirtschaftskrise in den südeuropäischen Ländern zusätzlich verschärfte.","305"
"Die Arbeitslosigkeit wächst – insbesondere unter der Jugend – ins Unerträgliche","701"
"und immer mehr Menschen werden in Armut und Existenzunsicherheit getrieben.","503"
"Die Gesundheitsversorgung in Griechenland kollabiert.","504"
"Eine grün geprägte Bundesregierung wird nicht hinnehmen, dass auf dem Rücken der Ärmsten gespart wird.","503"
"Und schaffen wir eine europäische Zukunft!","108"
"Wir GRÜNE wollen die kommende Bundestagswahl nutzen, um den Politikwechsel auch in Europa voranzubringen.","305"
"Die vollständige Abwahl von Schwarz-Gelb ist ein wichtiger Schritt, um einen neuen Abschnitt der europäischen Integration zu beginnen, der das stärker zusammenführt, was nur europäisch gemeinsam geleistet werden kann,","108"
"ohne die Subsidiarität zu vergessen.","301"
"Wir wollen aus der EU eine Vorreiterin in friedlicher Nachbarschaft machen,","106"
"im Klimaschutz","501"
"und im nachhaltigen Wirtschaften,","416"
"und ihre Vorreiterrolle in Bezug auf die Gleichstellung zwischen Frauen und Männern ausbauen.","503"
"Wir kämpfen mit allen Bürgerinnen und Bürgern gemeinsam dafür, dass es wieder gerechter zugeht in Deutschland, Europa und der Welt.","503"
"1. Für ein europäisches Deutschland",NA
"Um Europa herum steht die Welt nicht still.","108"
"Aber sie dreht sich auch nicht mehr so viel um Europa wie früher.","108"
"Europas Rolle in der Welt ändert sich.","108"
"Europa muss seine Verantwortung neu finden.","108"
"Dabei gilt: Europa gewinnt zusammen – oder verliert.","108"
"In Zeiten der Globalisierung, angesichts endlicher Ressourcen und einer Klimakatastrophe, deren Ausmaß immer deutlicher wird, kann kein europäischer Nationalstaat die Probleme im Alleingang lösen.","108"
"Dies geht nur gemeinsam – mit der EU und mit starken demokratischen europäischen Institutionen.","108"
"Auch wirtschaftlich profitiert Deutschland von einer starken EU.","108"
"60 % der deutschen Exporte gehen in andere EU-Mitgliedsländer.","108"
"Ohne die Stärke des Binnenmarktes wäre die deutsche Wettbewerbsfähigkeit auch international kaum zu sichern.","108"
"Schon aus wirtschaftlichem Eigeninteresse darf Deutschland daher Europas südliche Mitgliedsländer nicht hängen lassen.","108"
"Doch der Rolle als größtes und wirtschaftlich stärkstes EU-Mitgliedsland wird Deutschland politisch in keiner Weise gerecht.","108"
"Seit Anbeginn der Finanz- und Staatsschuldenkrise blockierte oder verzögerte Kanzlerin Merkel notwendige Reformschritte und setzte einseitig auf „Sparen, sparen und nochmal sparen“, statt eine Balance in einer Politik der Solidität, Solidarität und Nachhaltigkeit zu finden.","305"
"Damit hat sie die Krise verschärft und die finanziellen Risiken der europäischen SteuerzahlerInnen vervielfacht.","305"
"Wir GRÜNE werben stattdessen für ein europäisches Deutschland innerhalb einer Wirtschafts- und Solidarunion.","108"
"Das haben wir im Kapitel „Anders wirtschaften“ bereits ausführlich beschrieben.","0"
"Darüber hinaus braucht die EU einen gestärkten Haushalt, der den wachsenden Aufgaben der Union Rechnung trägt.","108"
"Wir brauchen eine klare Prioritätensetzung, die die Ausgaben in den Bereichen mit europäischem Mehrwert stärkt.","303"
"Wir wollen nicht, dass agroindustrielle Großbetriebe oder ein sinnloses Projekt wie der Fusionsreaktor ITER mit Milliarden subventioniert werden, während immer mehr bäuerliche Kleinbetriebe aufgeben müssen oder für das Erasmus-Programm zu wenig Mittel zur Verfügung stehen.","303"
"Im Sinne haushaltspolitischer Subsidiarität muss die EU ihre Schwerpunkte dort setzen, wo sie Gelder besser und effizienter ausgeben kann als die einzelnen Mitgliedsstaaten.","110"
"Der Eigenmittelanteil muss erheblich ausgeweitet und die intransparenten Rabattregelungen abgeschafft werden.","108"
"Die Mitgliedsstaaten müssen ihren Zusagen nachkommen und die EU mit den entsprechenden Mitteln versorgen, um die sich verschärfende Zahlungskrise zu beenden und drohende Zahlungsausfälle bei den EU-Förderprogrammen zu vermeiden.","108"
"Schengen und die damit verbundene Reisefreiheit sind zentrale Grundpfeiler der EU und müssen vor populistischer Stimmungsmache durch die schwarz-gelbe Koalition geschützt werden.","108"
"Mitgliedsstaaten dürfen die Reisefreiheit nicht im Alleingang einschränken.","108"
"Wir GRÜNE wollen, dass die Wiedereinführung von Grenzkontrollen im Schengenraum allerletztes Mittel bleibt und nur gemeinsam auf europäischer Ebene entschieden und überprüft werden darf; verstärkte Einwanderung ist für uns definitiv kein Grund für die Schließung der Binnengrenzen.","108"
"Genauso wichtig ist uns die Wahrung der ArbeitnehmerInnenfreizügigkeit in der EU.","108"
"Wir machen nicht mit beim schwarz-gelben Populismus gegen Menschen aus Zentraleuropa.","602"
"Wir weisen besonders die Diskriminierung von Roma zurück.","503"
"Alle EU-BürgerInnen, gleich welcher Herkunft oder Ethnie, sollen auch in Zukunft die Möglichkeit haben, sich in einem anderen EU-Land Arbeit zu suchen.","503"
"Herausforderungen wie massive Armut und Arbeitslosigkeit, Diskriminierung oder Korruption müssen wir gemeinsam europäisch und in Zusammenarbeit mit den entsprechenden nationalen und regionalen Akteuren angehen,","108"
"statt zentrale Rechte von UnionsbürgerInnen zu beschneiden.","201"
"Entgegen der Position anderer Parteien ist für uns GRÜNE die Erweiterung der Europäischen Union nicht abgeschlossen.","108"
"Wir stehen zu der Erweiterungsagenda von Thessaloniki und wollen alle Staaten des westlichen Balkans ohne Änderung ihrer Grenzen in die EU integrieren.","108"
"Die Erweiterungspolitik ist für uns eine Erfolgsgeschichte – auch wenn in der Vergangenheit Fehler gemacht wurden.","108"
"Deswegen unterstützen wir die Forderung, dass der Beitritt jedes einzelnen Landes von dem konkreten Fortschritt im Beitrittsprozess abhängig gemacht wird.","108"
"So ist die Erweiterungspolitik ein Instrument für Frieden und Stabilität, aber auch für Rechtsstaat, Freiheitsrechte, Demokratie, Sozialstandards und Umweltschutz auf dem Kontinent Europa.","108"
"PartnerInnen in diesem Prozess sind vor allem die Zivilgesellschaft und progressive AkteurInnen, die noch stärker unterstützt werden müssen.","606"
"Die neuen Verfahren können auf dem westlichen Balkan aber dazu führen, dass gerade die Staaten, die unter den Kriegen des letzten Jahrzehnts des 20. Jahrhunderts am meisten zu leiden hatten, noch am weitesten von einem EU-Beitritt entfernt sind.","303"
"Daher wollen wir neue Transitionsverfahren etablieren, um nicht neue unüberwindbare Grenzen mitten in der Region zu schaffen.","303"
"Die Europäische Union muss, 50 Jahre nach dem entsprechenden Assoziationsabkommen, endlich für neuen Schwung in den Beitrittsverhandlungen mit der Türkei sorgen.","108"
"Diese müssen fair, ergebnisorientiert und auf Augenhöhe geführt werden.","108"
"Für uns stehen hierbei Demokratie und Menschenrechte vor Ort im Vordergrund.","202"
"In der Türkei gibt es nach wie vor Defizite, z. B. im Fall von Pressefreiheit, Frauenrechten und Minderheitenschutz.","108"
"Gerade ein ernsthafter Beitrittsprozess verspricht jedoch den meisten Reformerfolg.","108"
"Bei den bestehenden Kriterien darf es keine Abstriche geben.","108"
"Das Ziel der Verhandlungen ist der Beitritt, sobald diese Kriterien erfüllt sind.","108"
"Wir wollen die Zugehörigkeit zur EU nicht von religiösen Identitäten abhängig machen.","108"
"Ungeachtet dessen muss die EU in der Gestaltung ihrer Nachbarschaftspolitik aktiver werden.","107"
"Auch den Menschen in den Staaten östlich der EU und im Mittelmeerraum muss ein menschenwürdiges Leben in einem demokratischen Rechtsstaat ermöglicht werden.","107"
"Die demokratischen Reformbemühungen in Nordafrika und der arabischen Welt sollte die Europäische Union im Rahmen ihrer Nachbarschaftspolitik unterstützen.","202"
"Wir wollen, dass sich Deutschland für Erleichterungen bei der Visa vergabe, dem Marktzugang und der Arbeitsmigration einsetzt sowie den Austausch in den Bereichen Bildung, Sport und Kultur mit dieser Region fördert.","107"
"Die Liberalisierung der europäischen und deutschen Visapolitik ist ein entscheidender Schlüssel für Reformanstöße und gesellschaftlichen Wandel außerhalb der Europäischen Union.","107"
"Deswegen setzen wir uns auch in den Staaten östlich der EU für eine weitere Unterstützung der demokratischen Reformbemühungen ein","202"
"und wollen, dass Deutschland sich im Rahmen der EU für die generelle Überprüfung der Visumspflicht der einzelnen Staaten starkmacht und insbesondere darauf hinwirkt, dass die Visumspflicht für Menschen aus den Ländern der Östlichen Partnerschaft, Russland, Kosovo und der Türkei zügig aufgehoben wird.","107"
"Grundsätzlich stehen wir für eine starke gemeinsame europäische Außen- und Menschenrechtspolitik.","108"
"2. Für ein demokratisches Europa",NA
"Unsere Antwort auf das „Europa der nationalen Regierungen“ ist eine gestärkte europäische Demokratie, deren Weg transparent und mit den Bürgerinnen und Bürgern erarbeitet wird.","202"
"Die europäische Demokratie wird oft so beschrieben, als bestehe sie nur aus einem Demokratiedefizit.","108"
"Dieses Zerrbild lebt auch von der Polemik derjenigen, die für alles, was schiefgeht, regelmäßig „Europa“ die Verantwortung zuschieben, während dies ja de facto nie ohne die Mitwirkung der Nationalstaaten geschieht.","108"
"Doch es gibt tatsächlich Demokratiedefizite.","202"
"Eines liegt – auf der nationalen Ebene; es besteht in der intransparenten Europapolitik der Regierungen, die versuchen sich der parlamentarischen Kontrolle zu entziehen.","202"
"Der Bundestag hat hier jedoch – insbesondere auf grünes Betreiben – schon viele Verbesserungen durchgesetzt.","202"
"Ein zweites Demokratiedefizit entsteht aus dem gerade von der Bundesregierung betriebenen intergouvernementalen Herangehen an mehr europäische Zusammenarbeit, wodurch das Europaparlament um seine Kontrollverantwortung gebracht wird.","108"
"Auch die Institutionalisierung der Euro gruppe zu Lasten der demokratischen Institutionen wirkt in diese Richtung.","108"
"Der Gemeinschaftsmethode ist grundsätzlich Vorrang vor intergouvernementalem Handeln einzuräumen.","108"
"Wie in der Vergangenheit kann es notwendig sein, im Einzelfall vorübergehend unterschiedliche Geschwindigkeiten der Integration zu entwickeln.","108"
"Dabei ist es wichtig, dass die Institutionen und Regeln des Gemeinschaftsrechts der Rahmen der Zusammenarbeit sind.","108"
"Unsere grüne Strategie für mehr Demokratie in der EU setzt auf eine starke Allianz der Parlamente aller Ebenen – und auf die aktive Einmischung der EuropäerInnen.","202"
"Deswegen haben wir uns von An-fang an für die Einführung der Europäischen Bürgerinitiative stark gemacht.","202"
"Diese wollen wir weiter stärken und mittelfristig in Richtung eines europäischen Volksentscheides entwickeln.","202"
"Bei der institutionellen Weiterentwicklung bauen wir auf einen öffentlichen Europäischen Konvent zur Zukunft der EU.","202"
"Er darf aber nicht zum Expertenzirkel verkommen.","202"
"Stattdessen sollen unter dem Vorsitz des Europäischen Parlaments Vertreterinnen und Vertreter der EU-Kommission, der nationalen Parlamente und Regierungen sowie der Zivilgesellschaft und SozialpartnerInnen zusammentreten, um die Verfasstheit der Europäischen Union unter dem Gesichtspunkt einer effektiveren und breiter legitimierten Arbeitsweise insbesondere zu institutionellen Fragen sowie in den Bereichen Wirtschaft, Haushalt, Finanzen, Soziales und Demokratie zu erarbeiten.","202"
"Der Konvent muss in seiner Zusammensetzung der TeilnehmerInnen die Gesellschaft widerspiegeln.","202"
"Um die Mitbestimmung der europäischen BürgerInnen auf allen politischen Ebenen zu gewährleisten, wollen wir die Unionsbürgerschaft ausbauen.","202"
"Wir treten dafür ein, dass alle EU-BürgerInnen das Wahlrecht in dem Mitgliedsstaat erhalten, in dem sie ihren ständigen Wohnsitz haben, und dies nicht nur für Kommunalparlamente und das Europaparlament, sondern auch bei regionalen und nationalen Wahlen, wenn sie seit fünf Jahren dort leben.","202"
